,method,delay
0,dSPM,0.1079655419998744
1,dSPM,0.11301716599973588
2,dSPM,0.10780475000046863
3,dSPM,0.1083567089999633
4,dSPM,0.10774241699982667
5,dSPM,0.10798454199994012
6,dSPM,0.10720804199991107
7,dSPM,0.10692595900036395
8,dSPM,0.10750787500001024
9,dSPM,0.10709137499998178
10,dSPM,0.1071170830000483
11,dSPM,0.10784020800019789
12,dSPM,0.10831883399987419
13,dSPM,0.10759599999983038
14,dSPM,0.10746949999975186
15,dSPM,0.10746299999937037
16,dSPM,0.10729333299968857
17,dSPM,0.10661799999979849
18,dSPM,0.10771699999986595
19,dSPM,0.10898820900001738
20,dSPM,0.1080012499996883
21,dSPM,0.10796674999983225
22,dSPM,0.10785966599996755
23,dSPM,0.10744187500040425
24,dSPM,0.10738687499997468
25,dSPM,0.10728458300036436
26,dSPM,0.1081192909996389
27,dSPM,0.1076527499999429
28,dSPM,0.1085236660001101
29,dSPM,0.10815358299987565
30,dSPM,0.1075485839992325
31,dSPM,0.10780350000004546
32,dSPM,0.10776266600078088
33,dSPM,0.10807916699923226
34,dSPM,0.10840195799937646
35,dSPM,0.10794220899970242
36,dSPM,0.10776920900025289
37,dSPM,0.10759954200057109
38,dSPM,0.10799812500044936
39,dSPM,0.10772762499982491
40,dSPM,0.10730845800026145
41,dSPM,0.10798691699983465
42,dSPM,0.10706908299925999
43,dSPM,0.1083650000000489
44,dSPM,0.10836674999973184
45,dSPM,0.10796170800040272
46,dSPM,0.10738516699984757
47,dSPM,0.10774708400003874
48,dSPM,0.10721749999993335
49,dSPM,0.10731666699939524
50,dSPM,0.10792966700046236
51,dSPM,0.10744458400040457
52,dSPM,0.1073603329996331
53,dSPM,0.10817441699964547
54,dSPM,0.10787191600047663
55,dSPM,0.10826341699976183
56,dSPM,0.10918712500006222
57,dSPM,0.10759795800004213
58,dSPM,0.10788475000026665
59,dSPM,0.10823612499916635
60,dSPM,0.10681516600016039
61,dSPM,0.1079747909998332
62,dSPM,0.10718908400031069
63,dSPM,0.10844808399997419
64,dSPM,0.10753520800062688
65,dSPM,0.1078916249998656
66,dSPM,0.10840620900034992
67,dSPM,0.10728241699962382
68,dSPM,0.1075810830006958
69,dSPM,0.10742683300031786
70,dSPM,0.10753741700045794
71,dSPM,0.10867545800010703
72,dSPM,0.1079544160002115
73,dSPM,0.10739462499986985
74,dSPM,0.10778529199978948
75,dSPM,0.10783033300049283
76,dSPM,0.10802795800009335
77,dSPM,0.10839329100053874
78,dSPM,0.10829224999997678
79,dSPM,0.1078319170001123
80,dSPM,0.10791691599933984
81,dSPM,0.1083652079996682
82,dSPM,0.10772333400018397
83,dSPM,0.1075007919998825
84,dSPM,0.10777891599991563
85,dSPM,0.10794475000056991
86,dSPM,0.1086948330002997
87,dSPM,0.10831025000061345
88,dSPM,0.10810120799942524
89,dSPM,0.10782383299920184
90,dSPM,0.10731162499996572
91,dSPM,0.10793062499942607
92,dSPM,0.10779558400008682
93,dSPM,0.10841579200041451
94,dSPM,0.10797712499970658
95,dSPM,0.10699191599996993
96,dSPM,0.10808329200062872
97,dSPM,0.10792183299963654
98,dSPM,0.1089386249996096
99,dSPM,0.10728562500025873
100,dSPM,0.1078747920000751
101,dSPM,0.10848400000031688
102,dSPM,0.10779450000063662
103,dSPM,0.10804462499982037
104,dSPM,0.10767866599962872
105,dSPM,0.10896787500041683
106,dSPM,0.10745045800013031
107,dSPM,0.10749508299977606
108,dSPM,0.10683920799965563
109,dSPM,0.10775804100012465
110,dSPM,0.10809799999969982
111,dSPM,0.10837025000000722
112,dSPM,0.10768774999996822
113,dSPM,0.10735937500066939
114,dSPM,0.10809450000033394
115,dSPM,0.10842262500045763
116,dSPM,0.10828195799967943
117,dSPM,0.1078626250000525
118,dSPM,0.10824716600018292
119,dSPM,0.10790625000026921
120,dSPM,0.10749500000019907
121,dSPM,0.10811666600056924
122,dSPM,0.10733158299990464
123,dSPM,0.10798812499979249
124,dSPM,0.10863237500052492
125,dSPM,0.10795304200019018
126,dSPM,0.10729920900030265
127,dSPM,0.10767929200028448
128,dSPM,0.10861741700045968
129,dSPM,0.10905600000023696
130,dSPM,0.10852712500036432
131,dSPM,0.10853716700057703
132,dSPM,0.10813587499978894
133,dSPM,0.10744112500015035
134,dSPM,0.1078133329992852
135,dSPM,0.10744158399938897
136,dSPM,0.10751545899984194
137,dSPM,0.1068409999998039
138,dSPM,0.10788695799965353
139,dSPM,0.10808466700018471
140,dSPM,0.10861145800026861
141,dSPM,0.10724979199949303
142,dSPM,0.10709495799983415
143,dSPM,0.1085064170001715
144,dSPM,0.1071261670003878
145,dSPM,0.10749025000041001
146,dSPM,0.10789325000041572
147,dSPM,0.10894783300045674
148,dSPM,0.10787049999998999
149,dSPM,0.10752333300024475
150,dSPM,0.10853025000051275
151,dSPM,0.10800462499992136
152,dSPM,0.10744429199985461
153,dSPM,0.10778449999997974
154,dSPM,0.10810612499972194
155,dSPM,0.10837095900023996
156,dSPM,0.10792512500029261
157,dSPM,0.10828962499999761
158,dSPM,0.10807004200069059
159,dSPM,0.10889162500006933
160,dSPM,0.10748566599977494
161,dSPM,0.10797295799966378
162,dSPM,0.10824229200079571
163,dSPM,0.10759320800025307
164,dSPM,0.1071670000001177
165,dSPM,0.10737283300022682
166,dSPM,0.10815612500027783
167,dSPM,0.1074616670002797
168,dSPM,0.10726208399955794
169,MNE,0.0168004999995901
170,MNE,0.01791295800012449
171,MNE,0.016172165999705612
172,MNE,0.017110417000367306
173,MNE,0.016265332999864768
174,MNE,0.017012209000313305
175,MNE,0.016385457999604114
176,MNE,0.01655354200011061
177,MNE,0.016798541999378358
178,MNE,0.016278916999908688
179,MNE,0.01665554100054578
180,MNE,0.01774283299982926
181,MNE,0.016375416000300902
182,MNE,0.016474250000101165
183,MNE,0.016611333000582817
184,MNE,0.016643500000100175
185,MNE,0.016172332999303762
186,MNE,0.01630337500046153
187,MNE,0.016365375000532367
188,MNE,0.016160875000423403
189,MNE,0.016907082999750855
190,MNE,0.016373500000554486
191,MNE,0.01624504099982005
192,MNE,0.01625250000051892
193,MNE,0.016153000000485918
194,MNE,0.01693129199975374
195,MNE,0.017119834000368428
196,MNE,0.016772082999523263
197,MNE,0.016309333000208426
198,MNE,0.015996375000213447
199,MNE,0.015787374999490567
200,MNE,0.01669800000036048
201,MNE,0.015508917000261135
202,MNE,0.016330999999809137
203,MNE,0.016025667000576505
204,MNE,0.016318166999553796
205,MNE,0.016671874999701686
206,MNE,0.01608595800007606
207,MNE,0.01632504200006224
208,MNE,0.016567665999900782
209,MNE,0.016427917000328307
210,MNE,0.017321833000096376
211,MNE,0.016277624999929685
212,MNE,0.016691208999873197
213,MNE,0.0162813750002897
214,MNE,0.01642520899986266
215,MNE,0.01650683299976663
216,MNE,0.015884041000390425
217,MNE,0.015871708000304352
218,MNE,0.01666483299959509
219,MNE,0.016288708000502083
220,MNE,0.016246125000179745
221,MNE,0.016873333000148705
222,MNE,0.016454042000077607
223,MNE,0.016943124999670545
224,MNE,0.017031250000400178
225,MNE,0.017535750000206463
226,MNE,0.016365959000722796
227,MNE,0.01647479200073576
228,MNE,0.01602095799989911
229,MNE,0.015278584000043338
230,MNE,0.01636483399943245
231,MNE,0.016091083999526745
232,MNE,0.015879250000580214
233,MNE,0.01645591700071236
234,MNE,0.016381041999920853
235,MNE,0.01622929099994508
236,MNE,0.015592042000207584
237,MNE,0.016350707999663427
238,MNE,0.015661125000406173
239,MNE,0.016359332999854814
240,MNE,0.017598999999790976
241,MNE,0.015510499999436433
242,MNE,0.01582074999987526
243,MNE,0.016659916000207886
244,MNE,0.015637665999747696
245,MNE,0.01549208400047064
246,MNE,0.016568000000006577
247,MNE,0.016350457999578794
248,MNE,0.016267625000182306
249,MNE,0.016361957999833976
250,MNE,0.016337166999619512
251,MNE,0.01593691700054478
252,MNE,0.016261124999800813
253,MNE,0.016054665999945428
254,MNE,0.01668358300048567
255,MNE,0.017288667000684654
256,MNE,0.016625624999505817
257,MNE,0.016168000000106986
258,MNE,0.016774249999798485
259,MNE,0.01628274999984569
260,MNE,0.016444916999716952
261,MNE,0.01595791699946858
262,MNE,0.01660062500013737
263,MNE,0.015724291999504203
264,MNE,0.01639995799996541
265,MNE,0.016226458999881288
266,MNE,0.016493125000124564
267,MNE,0.015953000000081374
268,MNE,0.016333374999703665
269,MNE,0.01613783299944771
270,MNE,0.016967125000519445
271,MNE,0.015894749999461055
272,MNE,0.016717749999770604
273,MNE,0.016585458000008657
274,MNE,0.016258916999504436
275,MNE,0.016429416999926616
276,MNE,0.016551624999920023
277,MNE,0.01629283399961423
278,MNE,0.01609429200016166
279,MNE,0.01607295800022257
280,MNE,0.016947166999671026
281,MNE,0.01674720899973181
282,MNE,0.016905708000194863
283,MNE,0.016234624999924563
284,MNE,0.016555666000385827
285,MNE,0.016587209000135772
286,MNE,0.015718583000307262
287,MNE,0.016110666000713536
288,MNE,0.016097167000225454
289,MNE,0.016985458999442926
290,MNE,0.01654137500008801
291,MNE,0.016109499999402033
292,MNE,0.016937291999965964
293,MNE,0.016656124999826716
294,MNE,0.016686083000422514
295,MNE,0.01628408299984585
296,MNE,0.01600812499964377
297,MNE,0.015712541000539204
298,MNE,0.016419124999629275
299,MNE,0.016076208000413317
300,MNE,0.01734799999940151
301,MNE,0.01615025000046444
302,MNE,0.01635020799949416
303,MNE,0.016264791000139667
304,MNE,0.015771207999932813
305,MNE,0.01710716700017656
306,MNE,0.016680957999597013
307,MNE,0.016121832999488106
308,MNE,0.016032167000048503
309,MNE,0.01686920799966174
310,MNE,0.01660166700003174
311,MNE,0.0160569999998188
312,MNE,0.016106957999909355
313,MNE,0.016450042000542453
314,MNE,0.015749291999782145
315,MNE,0.01607266700011678
316,MNE,0.01661533300011797
317,MNE,0.015940499999487656
318,MNE,0.016158625000571192
319,MNE,0.0163170829991941
320,MNE,0.01606649999939691
321,MNE,0.0163574170001084
322,MNE,0.01677449999988312
323,MNE,0.01653520799936814
324,MNE,0.0164966660004211
325,MNE,0.016022333999899274
326,MNE,0.01631787499991333
327,MNE,0.01649325000016688
328,MNE,0.0163315000008879
329,MNE,0.016030041000703932
330,MNE,0.016772333000517392
331,MNE,0.017878915999972378
332,MNE,0.01596499999959633
333,MNE,0.01594037499944534
334,MNE,0.0163416249997681
335,MNE,0.016211416999794892
336,MNE,0.01574433299992961
337,MNE,0.016084875000160537
338,MNE,0.01639158300076815
339,MNE,0.015897499999482534
340,MNE,0.016035791999456706
341,MNE,0.01685591699970246
342,MNE,0.01578149999932066
343,MNE,0.01620808300049248
344,MNE,0.016307083000356215
345,MNE,0.015984124999704363
346,MNE,0.016134541000610625
347,MNE,0.017487666999841167
348,MNE,0.01632133299972338
349,MNE,0.016532917000404268
350,MNE,0.016018291000364115
351,MNE,0.016472499999508727
352,MNE,0.01622791700083326
353,MNE,0.01569729200036818
354,MNE,0.016055291000157013
355,MNE,0.016117416999804846
356,MNE,0.01624870799969358
357,MNE,0.016057165999882272
358,MNE,0.016050833000008424
359,MNE,0.015768750000461296
360,MNE,0.0166890410000633
361,MNE,0.016178249999939
362,MNE,0.01740258400059247
363,MNE,0.016397874999711348
364,MNE,0.016185167000003275
365,MNE,0.016146584000125586
366,MNE,0.016309958999954688
367,MNE,0.01632266599972354
368,MNE,0.015859291000197118
369,MNE,0.016734791999624576
370,MNE,0.016690082999957667
371,MNE,0.016599583000243
372,MNE,0.01615750000019034
373,MNE,0.016216167000493442
374,MNE,0.01618554100059555
375,MNE,0.01654308300021512
376,MNE,0.01650287499978731
377,MNE,0.016554333999920345
378,MNE,0.017228667000381392
379,MNE,0.016308625000419852
380,MNE,0.016542833000130486
381,MNE,0.01675795899973309
382,MNE,0.01636629200038442
383,MNE,0.01610087500012014
384,MNE,0.01631325000016659
385,MNE,0.016261124999800813
386,MNE,0.01606362500024261
387,MNE,0.016732540999328194
388,MNE,0.01588595799967152
389,MNE,0.017131542000242916
390,MNE,0.016439041000012367
391,MNE,0.016009291999580455
392,MNE,0.01673145799941267
393,MNE,0.01756087500052672
394,MNE,0.016313291000187746
395,MNE,0.015967917000125453
396,MNE,0.016162709000127506
397,MNE,0.016688832999534498
398,MNE,0.016112541999973473
399,MNE,0.01624691699998948
400,MNE,0.016119916000207013
401,MNE,0.016133957999954873
402,MNE,0.016233958000157145
403,MNE,0.015692833000684914
404,MNE,0.01640091700028279
405,MNE,0.015714999999545398
406,MNE,0.016547833000004175
407,MNE,0.016319542000019283
408,MNE,0.01613462499972229
409,MNE,0.017066999999769905
410,MNE,0.016115749999698892
411,MNE,0.01614954199976637
412,MNE,0.016263292000076035
413,MNE,0.015859875000387547
414,MNE,0.016295542000079877
415,MNE,0.016365249999580556
416,MNE,0.016215292000197223
417,MNE,0.016161874999852444
418,MNE,0.01642141700085631
419,MNE,0.01595274999999674
420,MNE,0.015906374999758555
421,MNE,0.01627058299982309
422,MNE,0.01685487499980809
423,MNE,0.01624958400043397
424,MNE,0.017640915999436402
425,MNE,0.016069041999799083
426,MNE,0.016748125000049185
427,MNE,0.016075958000328683
428,MNE,0.016519415999937337
429,MNE,0.016197083000406565
430,MNE,0.01611774999946647
431,MNE,0.01607229199998983
432,MNE,0.016082625000308326
433,MNE,0.016525500000170723
434,MNE,0.01605820899931132
435,MNE,0.01609654200001387
436,MNE,0.01612079200003791
437,MNE,0.015754125000057684
438,MNE,0.016056292000030226
439,MNE,0.016317790999892168
440,MNE,0.01585854100085271
441,MNE,0.01660637500026496
442,MNE,0.01636637499996141
443,MNE,0.015843624999433814
444,MNE,0.015989208000064536
445,MNE,0.015997417000107816
446,MNE,0.01684166599989112
447,MNE,0.015632999999979802
448,MNE,0.016547707999961858
449,MNE,0.01589937500011729
450,MNE,0.016157375000148022
451,MNE,0.016728499999771884
452,MNE,0.016356334000192874
453,MNE,0.0159204999999929
454,MNE,0.01627908299997216
455,MNE,0.01712225000028411
456,MNE,0.015744291999908455
457,MNE,0.01623654200011515
458,MNE,0.016109042000607587
459,MNE,0.016341292000106478
460,MNE,0.016180207999241247
461,MNE,0.016254582999863487
462,MNE,0.01643504200001189
463,MNE,0.015699833999860857
464,MNE,0.016464416999951936
465,MNE,0.016121374999784166
466,MNE,0.016441291999399255
467,MNE,0.016674624999723164
468,MNE,0.01640295800007152
469,MNE,0.016198624999560707
470,MNE,0.01703933299995697
471,MNE,0.016182834000574076
472,MNE,0.016037624999626132
473,MNE,0.016307625000081316
474,MNE,0.016545208000025013
475,MNE,0.015848707999793987
476,MNE,0.016762500000368163
477,MNE,0.016133000000081665
478,MNE,0.016302332999657665
479,MNE,0.01576374999967811
480,MNE,0.016103332999591657
481,MNE,0.015868500000578933
482,MNE,0.016591542000242043
483,MNE,0.016364041000088037
484,MNE,0.01676362499983952
485,MNE,0.0167139169998336
486,MNE,0.01725745900057518
487,MNE,0.016096958000161976
488,MNE,0.01678712499960966
489,MNE,0.016449499999907857
490,MNE,0.016229957999712497
491,MNE,0.016006166999432025
492,MNE,0.01613649999944755
493,MNE,0.016423209000095085
494,MNE,0.015817041999980574
495,MNE,0.016423207999650913
496,MNE,0.01667158400050539
497,MNE,0.01645520799957012
498,MNE,0.01578379200054769
499,MNE,0.016294041999572073
500,MNE,0.016187250000257336
501,MNE,0.017042708000190032
502,MNE,0.016666666999299196
503,MNE,0.01603079200049251
504,MNE,0.016390500000852626
505,MNE,0.01661249999961001
506,MNE,0.016127333999975235
507,MNE,0.015632541999366367
508,MNE,0.016695000000254367
509,MNE,0.016224042000430927
510,MNE,0.016293083999698865
511,MNE,0.016240292000475165
512,MNE,0.015990833000614657
513,MNE,0.016296666999551235
514,MNE,0.016594958000496263
515,MNE,0.0160791660000541
516,MNE,0.015917124999759835
517,MNE,0.01736299999993207
518,MNE,0.01621145900026022
519,MNE,0.01681316699978197
520,MNE,0.01593954199961445
521,MNE,0.015832042000511137
522,MNE,0.016257332999884966
523,MNE,0.016457749999972293
524,MNE,0.016217333999520633
525,MNE,0.015837458000532934
526,MNE,0.016373959000702598
527,MNE,0.01622429200051556
528,MNE,0.015719875000286265
529,MNE,0.016768208000030427
530,MNE,0.016366875000130676
531,MNE,0.016680665999956545
532,MNE,0.01680308300001343
533,MNE,0.0165396669999609
534,MNE,0.016553500000554777
535,MNE,0.016281291999803216
536,MNE,0.01643220799996925
537,MNE,0.01653062500008673
538,MNE,0.015936499999952503
539,MNE,0.01638891600032366
540,MNE,0.017420707999917795
541,MNE,0.016018457999962266
542,MNE,0.015602916000716505
543,MNE,0.01589304200024344
544,MNE,0.01580816700061405
545,MNE,0.015866749999986496
546,MNE,0.015813458000593528
547,MNE,0.016839583000546554
548,MNE,0.015787916000590485
549,MNE,0.016294291999656707
550,MNE,0.016695082999831357
551,MNE,0.015968083999723603
552,MNE,0.015880458000538056
553,MNE,0.016707000000678818
554,MNE,0.016398957999626873
555,MNE,0.01671399999941059
556,MNE,0.016720041999178648
557,MNE,0.015677125000365777
558,MNE,0.015814583999599563
559,MNE,0.01618437500019354
560,MNE,0.016354917000171554
561,MNE,0.01588470899969252
562,MNE,0.016036208000514307
563,MNE,0.016530459000023257
564,MNE,0.015727167000477493
565,MNE,0.015693833000113955
566,MNE,0.016152375000274333
567,MNE,0.016399708999415452
568,MNE,0.016063042000496353
569,MNE,0.015846999999666878
570,MNE,0.016639583999676688
571,MNE,0.016050208000706334
572,MNE,0.01600766699993983
573,MNE,0.01588162500047474
574,MNE,0.01618662500004575
575,MNE,0.016620875000626256
576,MNE,0.016555292000703048
577,MNE,0.016409958000622282
578,MNE,0.01734837499952846
579,MNE,0.016147917000125744
580,MNE,0.016135167000356887
581,MNE,0.016442541999822424
582,MNE,0.01641537499926926
583,MNE,0.015949583000292478
584,MNE,0.016220415999669058
585,MNE,0.016602707999481936
586,MNE,0.016087750000224332
587,MNE,0.01612983399991208
588,MNE,0.01595675000044139
589,MNE,0.016166500000508677
590,MNE,0.01638025000011112
591,MNE,0.016644166999867593
592,MNE,0.016129457999340957
593,MNE,0.017229708999366267
594,MNE,0.017606958000214945
595,MNE,0.016341415999704623
596,MNE,0.015903584000625415
597,MNE,0.016229082999416278
598,MNE,0.01641745799952332
599,MNE,0.016016916999433306
600,MNE,0.015929250000226602
601,MNE,0.016232916999797453
602,MNE,0.016845207999722334
603,MNE,0.016902666000532918
604,MNE,0.016041208000387996
605,MNE,0.016572458999689843
606,MNE,0.015715999999883934
607,MNE,0.01636675000008836
608,MNE,0.015891000000010536
609,MNE,0.017101082999943173
610,MNE,0.01684504199965886
611,MNE,0.016845374999320484
612,MNE,0.01690270800008875
613,MNE,0.016115500000523753
614,MNE,0.015908915999716555
615,MNE,0.01621087500006979
616,MNE,0.01540645799923368
617,MNE,0.015862707999986014
618,MNE,0.01637033299994073
619,MNE,0.01623550000022078
620,MNE,0.016213417000471964
621,MNE,0.016432667000117362
622,MNE,0.016407457999775943
623,MNE,0.01629312499972002
624,MNE,0.01622812499954307
625,MNE,0.017492707999736012
626,MNE,0.016575165999711317
627,MNE,0.016056874999776483
628,MNE,0.01740670900016994
629,MNE,0.017079917000046407
630,MNE,0.016668666999976267
631,MNE,0.015961999999490217
632,MNE,0.015925125000649132
633,MNE,0.01577687499957392
634,MNE,0.01640137499998673
635,MNE,0.01618145900010859
636,MNE,0.01593304200014245
637,MNE,0.016680875000020023
638,MNE,0.016683666999597335
639,MNE,0.01623416599977645
640,MNE,0.01675470900045184
641,MNE,0.016125750000355765
642,MNE,0.016060625000136497
643,MNE,0.01614675000018906
644,MNE,0.015926750000289758
645,MNE,0.015958083999976225
646,MNE,0.01675225000053615
647,MNE,0.016494250000505417
648,MNE,0.016758708000452316
649,MNE,0.01587195799947949
650,MNE,0.01641916699918511
651,MNE,0.01626729100007651
652,MNE,0.01720666599976539
653,MNE,0.01624154199998884
654,MNE,0.01595220800027164
655,MNE,0.017020416999912413
656,MNE,0.01704241599964007
657,MNE,0.015661583000110113
658,MNE,0.016279999999824213
659,MNE,0.017612291999284935
660,MNE,0.014997291999861773
661,MNE,0.014599790999454854
662,MNE,0.01563358299972606
663,MNE,0.014928958000382408
664,MNE,0.015221790999930818
665,MNE,0.014216916000805213
666,MNE,0.015895166000518657
667,MNE,0.01568649999990157
668,MNE,0.015154374999838183
669,MNE,0.014702875000693894
670,MNE,0.015713624999989406
671,MNE,0.015595124999890686
672,MNE,0.01615841700004239
673,MNE,0.015014999999948486
674,MNE,0.015048125000248547
675,MNE,0.014495665999675111
676,MNE,0.015497874999709893
677,MNE,0.014793250000366243
678,MNE,0.014105583999480586
679,MNE,0.014675375000479107
680,MNE,0.01516629199977615
681,MNE,0.015512957999817445
682,MNE,0.015186583000286191
683,MNE,0.014567833000000974
684,MNE,0.014791499999773805
685,MNE,0.015628792000825342
686,MNE,0.01573087500037218
687,MNE,0.0160789579995253
688,MNE,0.015407500000037544
689,MNE,0.014694999999846914
690,MNE,0.01582229100040422
691,MNE,0.01497174999985873
692,MNE,0.015449000000444357
693,MNE,0.015512124999986554
694,MNE,0.01583595800002513
695,MNE,0.01491950000036013
696,MNE,0.015734874999907333
697,MNE,0.015217458000734041
698,MNE,0.015367541999694367
699,MNE,0.015467958000044746
700,MNE,0.015955415999997058
701,MNE,0.015522790999966674
702,MNE,0.015631084000233386
703,MNE,0.015774332999171747
704,MNE,0.014574124999853666
705,MNE,0.015811750000466418
706,MNE,0.015018166000118072
707,MNE,0.015395874999740045
708,MNE,0.015288124999642605
709,MNE,0.015305124999940745
710,MNE,0.015528208000432642
711,MNE,0.015268332999767154
712,MNE,0.015769749999890337
713,MNE,0.015260000000125729
714,MNE,0.014991541000199504
715,MNE,0.015339583999775641
716,MNE,0.015384249999442545
717,MNE,0.015031417000500369
718,MNE,0.01586158299960516
719,MNE,0.014888958000483399
